Code.exe,12 May 2026 11:25 PM,12 May 2026 11:25 PM,20
msedge.exe,12 May 2026 11:25 PM,12 May 2026 11:26 PM,16
chrome.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,2
explorer.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,2
msedge.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,28
chrome.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,6
explorer.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,2
Code.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,2
explorer.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,4
netbeans64.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,4
explorer.exe,12 May 2026 11:26 PM,12 May 2026 11:26 PM,2
netbeans64.exe,12 May 2026 11:26 PM,12 May 2026 11:27 PM,6
explorer.exe,12 May 2026 11:27 PM,12 May 2026 11:27 PM,10
Canva.exe,12 May 2026 11:27 PM,12 May 2026 11:27 PM,4
explorer.exe,12 May 2026 11:27 PM,12 May 2026 11:27 PM,2
msedge.exe,12 May 2026 11:27 PM,12 May 2026 11:28 PM,60
explorer.exe,12 May 2026 11:28 PM,12 May 2026 11:28 PM,2
Code.exe,12 May 2026 11:28 PM,12 May 2026 11:28 PM,10
explorer.exe,12 May 2026 11:28 PM,12 May 2026 11:28 PM,2
chrome.exe,12 May 2026 11:28 PM,12 May 2026 11:29 PM,30
explorer.exe,12 May 2026 11:29 PM,12 May 2026 11:29 PM,2
Code.exe,12 May 2026 11:29 PM,12 May 2026 11:29 PM,4
msedge.exe,12 May 2026 11:29 PM,12 May 2026 11:29 PM,12
explorer.exe,12 May 2026 11:29 PM,12 May 2026 11:29 PM,2
chrome.exe,12 May 2026 11:29 PM,12 May 2026 11:29 PM,20
Code.exe,12 May 2026 11:29 PM,12 May 2026 11:29 PM,2
chrome.exe,12 May 2026 11:29 PM,12 May 2026 11:29 PM,2
msedge.exe,12 May 2026 11:29 PM,12 May 2026 11:31 PM,72
explorer.exe,12 May 2026 11:31 PM,12 May 2026 11:31 PM,6
msedge.exe,12 May 2026 11:31 PM,12 May 2026 11:31 PM,10
explorer.exe,12 May 2026 11:31 PM,12 May 2026 11:31 PM,2
chrome.exe,12 May 2026 11:31 PM,12 May 2026 11:32 PM,78
Code.exe,12 May 2026 11:32 PM,12 May 2026 11:32 PM,4
msedge.exe,12 May 2026 11:32 PM,12 May 2026 11:32 PM,14
Code.exe,12 May 2026 11:32 PM,12 May 2026 11:32 PM,4
msedge.exe,12 May 2026 11:32 PM,12 May 2026 11:33 PM,18
Code.exe,12 May 2026 11:33 PM,12 May 2026 11:33 PM,2
chrome.exe,12 May 2026 11:33 PM,12 May 2026 11:33 PM,34
explorer.exe,12 May 2026 11:33 PM,12 May 2026 11:33 PM,2
Code.exe,12 May 2026 11:33 PM,12 May 2026 11:33 PM,2
explorer.exe,12 May 2026 11:33 PM,12 May 2026 11:33 PM,2
msedge.exe,12 May 2026 11:33 PM,12 May 2026 11:37 PM,230
explorer.exe,12 May 2026 11:37 PM,12 May 2026 11:37 PM,2
chrome.exe,12 May 2026 11:37 PM,12 May 2026 11:49 PM,702
explorer.exe,12 May 2026 11:49 PM,12 May 2026 11:49 PM,2
Code.exe,12 May 2026 11:49 PM,12 May 2026 11:49 PM,4
chrome.exe,12 May 2026 11:49 PM,12 May 2026 11:49 PM,8
Code.exe,12 May 2026 11:49 PM,12 May 2026 11:49 PM,2
chrome.exe,12 May 2026 11:49 PM,12 May 2026 11:55 PM,314
explorer.exe,12 May 2026 11:55 PM,12 May 2026 11:55 PM,4
Unknown,12 May 2026 11:55 PM,12 May 2026 11:55 PM,2
LockApp.exe,12 May 2026 11:55 PM,13 May 2026 01:54 AM,7183
explorer.exe,13 May 2026 01:54 AM,13 May 2026 01:54 AM,2
Unknown,13 May 2026 01:54 AM,13 May 2026 07:20 PM,62749
LockApp.exe,13 May 2026 07:20 PM,13 May 2026 07:21 PM,70
Unknown,13 May 2026 07:21 PM,13 May 2026 07:21 PM,4
explorer.exe,13 May 2026 07:21 PM,13 May 2026 07:22 PM,4
msedge.exe,13 May 2026 07:22 PM,13 May 2026 07:22 PM,26
explorer.exe,13 May 2026 07:22 PM,13 May 2026 07:22 PM,2
chrome.exe,13 May 2026 07:22 PM,13 May 2026 07:22 PM,2
explorer.exe,13 May 2026 07:22 PM,13 May 2026 07:22 PM,4
msedge.exe,13 May 2026 07:22 PM,13 May 2026 07:22 PM,18
chrome.exe,13 May 2026 07:22 PM,13 May 2026 07:23 PM,62
ShellHost.exe,13 May 2026 07:23 PM,13 May 2026 07:24 PM,4
chrome.exe,13 May 2026 07:24 PM,13 May 2026 07:24 PM,2
SnippingTool.exe,13 May 2026 07:24 PM,13 May 2026 07:24 PM,4
chrome.exe,13 May 2026 07:24 PM,13 May 2026 07:29 PM,314
explorer.exe,13 May 2026 07:29 PM,13 May 2026 07:29 PM,2
chrome.exe,13 May 2026 07:29 PM,13 May 2026 07:32 PM,206
explorer.exe,13 May 2026 07:32 PM,13 May 2026 07:32 PM,10
chrome.exe,13 May 2026 07:32 PM,13 May 2026 07:33 PM,6
explorer.exe,13 May 2026 07:33 PM,13 May 2026 07:33 PM,8
chrome.exe,13 May 2026 07:33 PM,13 May 2026 07:33 PM,4
explorer.exe,13 May 2026 07:33 PM,13 May 2026 07:33 PM,2
chrome.exe,13 May 2026 07:33 PM,13 May 2026 07:33 PM,8
explorer.exe,13 May 2026 07:33 PM,13 May 2026 07:33 PM,6
chrome.exe,13 May 2026 07:33 PM,13 May 2026 07:33 PM,8
explorer.exe,13 May 2026 07:33 PM,13 May 2026 07:33 PM,18
chrome.exe,13 May 2026 07:33 PM,13 May 2026 07:34 PM,2
explorer.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,10
chrome.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,2
explorer.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,10
chrome.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,2
explorer.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,2
Notepad.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,4
explorer.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,2
chrome.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,22
explorer.exe,13 May 2026 07:34 PM,13 May 2026 07:34 PM,4
chrome.exe,13 May 2026 07:34 PM,13 May 2026 07:35 PM,4
explorer.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,6
chrome.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,12
explorer.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,6
chrome.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,2
explorer.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,6
chrome.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,2
explorer.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,6
ShellHost.exe,13 May 2026 07:35 PM,13 May 2026 07:35 PM,6
chrome.exe,13 May 2026 07:35 PM,13 May 2026 07:36 PM,16
explorer.exe,13 May 2026 07:36 PM,13 May 2026 07:36 PM,2
chrome.exe,13 May 2026 07:36 PM,13 May 2026 07:38 PM,136
explorer.exe,13 May 2026 07:38 PM,13 May 2026 07:38 PM,2
msedge.exe,13 May 2026 07:38 PM,13 May 2026 07:38 PM,4
Unknown,13 May 2026 07:38 PM,13 May 2026 07:45 PM,392
LockApp.exe,13 May 2026 07:45 PM,13 May 2026 07:45 PM,2
explorer.exe,13 May 2026 07:45 PM,13 May 2026 07:45 PM,2
chrome.exe,13 May 2026 07:45 PM,13 May 2026 07:45 PM,54
Unknown,13 May 2026 07:45 PM,13 May 2026 07:52 PM,366
LockApp.exe,13 May 2026 07:52 PM,13 May 2026 07:52 PM,4
chrome.exe,13 May 2026 07:52 PM,13 May 2026 07:53 PM,70
explorer.exe,13 May 2026 07:53 PM,13 May 2026 07:53 PM,8
chrome.exe,13 May 2026 07:53 PM,13 May 2026 07:53 PM,6
explorer.exe,13 May 2026 07:53 PM,13 May 2026 07:53 PM,6
ShellHost.exe,13 May 2026 07:53 PM,13 May 2026 07:53 PM,4
chrome.exe,13 May 2026 07:53 PM,13 May 2026 07:57 PM,232
ApplicationFrameHost.exe,13 May 2026 07:57 PM,13 May 2026 07:57 PM,18
explorer.exe,13 May 2026 07:57 PM,13 May 2026 07:57 PM,2
msedge.exe,13 May 2026 07:57 PM,13 May 2026 07:58 PM,52
explorer.exe,13 May 2026 07:58 PM,13 May 2026 07:58 PM,6
